description_string,description_list
"to help south floridians fight against inflation, house democrars are delivering relief! i voted for theto:⛽️ reduce gas prices🛒 lower grocery costs🥬 strengthen food supply chains🥩 increase competition in the meat industry👨‍🌾 help farmers","['to', 'help', 'south', 'floridians', 'fight', 'against', 'inflation', 'house', 'democrars', 'are', 'delivering', 'relief', 'i', 'voted', 'for', 'theto', 'reduce', 'gas', 'prices', 'lower', 'grocery', 'costs', 'strengthen', 'food', 'supply', 'chains', 'increase', 'competition', 'in', 'the', 'meat', 'industry', 'help', 'farmers']"
bigger corporate profits account for over half of the higher prices people are paying.,"['bigger', 'corporate', 'profits', 'account', 'for', 'over', 'half', 'of', 'the', 'higher', 'prices', 'people', 'are', 'paying']"
corporate profit margins are the highest they’ve been in 70+ years.,"['corporate', 'profit', 'margins', 'are', 'the', 'highest', 'theyve', 'been', 'in', 'years']"
we are all here living with the consequences of that choice 😩,"['we', 'are', 'all', 'here', 'living', 'with', 'the', 'consequences', 'of', 'that', 'choice']"
"markup (noun): what a corporation charges consumers on top of production costs, to generate profit.","['markup', 'noun', 'what', 'a', 'corporation', 'charges', 'consumers', 'on', 'top', 'of', 'production', 'costs', 'to', 'generate', 'profit']"
competition lowers prices and encourages innovation.,"['competition', 'lowers', 'prices', 'and', 'encourages', 'innovation']"
the inflation reduction act will make our economy more globally competitive.,"['the', 'inflation', 'reduction', 'act', 'will', 'make', 'our', 'economy', 'more', 'globally', 'competitive']"
this is about big corporations paying their fair share.,"['this', 'is', 'about', 'big', 'corporations', 'paying', 'their', 'fair', 'share']"
big oil is making record profits by price gouging at the pump.,"['big', 'oil', 'is', 'making', 'record', 'profits', 'by', 'price', 'gouging', 'at', 'the', 'pump']"
we need greater oversight of taxpayer dollars.,"['we', 'need', 'greater', 'oversight', 'of', 'taxpayer', 'dollars']"
millions of families are waiting on their tax refunds.,"['millions', 'of', 'families', 'are', 'waiting', 'on', 'their', 'tax', 'refunds']"
cost should never be a barrier to care.,"['cost', 'should', 'never', 'be', 'a', 'barrier', 'to', 'care']"
guns shouldn’t have fewer safety features than cell phones.,"['guns', 'shouldnt', 'have', 'fewer', 'safety', 'features', 'than', 'cell', 'phones']"
this is about freedom.,"['this', 'is', 'about', 'freedom']"
women denied abortion are 4x more likely to live in poverty.,"['women', 'denied', 'abortion', 'are', 'x', 'more', 'likely', 'to', 'live', 'in', 'poverty']"
abortion is a freedom issue.,"['abortion', 'is', 'a', 'freedom', 'issue']"
no one is above the law.,"['no', 'one', 'is', 'above', 'the', 'law']"
no tax breaks for big oil? deal.,"['no', 'tax', 'breaks', 'for', 'big', 'oil', 'deal']"
"we all benefit from universal paid leave, whether we use it or not.","['we', 'all', 'benefit', 'from', 'universal', 'paid', 'leave', 'whether', 'we', 'use', 'it', 'or', 'not']"
the pharma company is refusing to help regulators collect data.,"['the', 'pharma', 'company', 'is', 'refusing', 'to', 'help', 'regulators', 'collect', 'data']"
the seresto collar has been linked to thousands of dog deaths.,"['the', 'seresto', 'collar', 'has', 'been', 'linked', 'to', 'thousands', 'of', 'dog', 'deaths']"
"we could save $200 billion/year, increase patient choice, and improve health outcomes with.","['we', 'could', 'save', 'billionyear', 'increase', 'patient', 'choice', 'and', 'improve', 'health', 'outcomes', 'with']"
special interests are lying in order to block sensible gun violence legislation.,"['special', 'interests', 'are', 'lying', 'in', 'order', 'to', 'block', 'sensible', 'gun', 'violence', 'legislation']"
the laguna woods gunman was ready to kill every person in the church. smart gun laws stopped him.,"['the', 'laguna', 'woods', 'gunman', 'was', 'ready', 'to', 'kill', 'every', 'person', 'in', 'the', 'church', 'smart', 'gun', 'laws', 'stopped', 'him']"
rules for thee but not for me? 🤔,"['rules', 'for', 'thee', 'but', 'not', 'for', 'me']"
4 companies control 90% of the u.s. baby formula market.,"['companies', 'control', 'of', 'the', 'us', 'baby', 'formula', 'market']"
clean energy is good for the planet and for our wallets.,"['clean', 'energy', 'is', 'good', 'for', 'the', 'planet', 'and', 'for', 'our', 'wallets']"
$50 billion.,['billion']
i could take a nap right now.,"['i', 'could', 'take', 'a', 'nap', 'right', 'now']"
the house just passed the bill. families need the senate to do the same.,"['the', 'house', 'just', 'passed', 'the', 'bill', 'families', 'need', 'the', 'senate', 'to', 'do', 'the', 'same']"
big oil is keeping supply low and gas prices high.,"['big', 'oil', 'is', 'keeping', 'supply', 'low', 'and', 'gas', 'prices', 'high']"
we need to pass the student mental health rights act.,"['we', 'need', 'to', 'pass', 'the', 'student', 'mental', 'health', 'rights', 'act']"
$660 billion 🙃,['billion']
who’s really “full of b.s.” here?,"['whos', 'really', 'full', 'of', 'bs', 'here']"
medicare for all is fiscally responsible policy.,"['medicare', 'for', 'all', 'is', 'fiscally', 'responsible', 'policy']"
so you agree? you think you’re the conflict of interest czar?,"['so', 'you', 'agree', 'you', 'think', 'youre', 'the', 'conflict', 'of', 'interest', 'czar']"
"minnesota governor tim walz: “i’m surrounded by states who are spending their time figuring out how to ban charlotte's web in their schools while we're banishing hunger from ours with free breakfast and lunch.""","['minnesota', 'governor', 'tim', 'walz', 'im', 'surrounded', 'by', 'states', 'who', 'are', 'spending', 'their', 'time', 'figuring', 'out', 'how', 'to', 'ban', 'charlottes', 'web', 'in', 'their', 'schools', 'while', 'were', 'banishing', 'hunger', 'from', 'ours', 'with', 'free', 'breakfast', 'and', 'lunch']"
i stopped by all square – a nonprofit restaurant in minneapolis that provides job opportunities for justice-impacted individuals in minnesota and helped serve some food! always love serving customers and seeing the surprise on their faces as part of our “ilhan on the hi-job” series.,"['i', 'stopped', 'by', 'all', 'square', 'a', 'nonprofit', 'restaurant', 'in', 'minneapolis', 'that', 'provides', 'job', 'opportunities', 'for', 'justiceimpacted', 'individuals', 'in', 'minnesota', 'and', 'helped', 'serve', 'some', 'food', 'always', 'love', 'serving', 'customers', 'and', 'seeing', 'the', 'surprise', 'on', 'their', 'faces', 'as', 'part', 'of', 'our', 'ilhan', 'on', 'the', 'hijob', 'series']"
"🚨 🚨 🚨 matt gaetz just filed a motion to oust mccarthy as speaker. vote could come any day.i do not plan to bail out kevin mccarthy. kevin mccarthy is a speaker who has made it his mission to target women’s ability to make decisions about their bodies, who has made it his mission to cover up a criminal conspiracy from donald trump, and is himself a threat to our democracy. he literally voted to overturn the 2020 election results, overthrow the duly elected president, and did nothing to discourage his members from doing the same. he represents one of the state’s most affected by climate change, but actively fights any efforts to address the climate crisis.","['matt', 'gaetz', 'just', 'filed', 'a', 'motion', 'to', 'oust', 'mccarthy', 'as', 'speaker', 'vote', 'could', 'come', 'any', 'dayi', 'do', 'not', 'plan', 'to', 'bail', 'out', 'kevin', 'mccarthy', 'kevin', 'mccarthy', 'is', 'a', 'speaker', 'who', 'has', 'made', 'it', 'his', 'mission', 'to', 'target', 'womens', 'ability', 'to', 'make', 'decisions', 'about', 'their', 'bodies', 'who', 'has', 'made', 'it', 'his', 'mission', 'to', 'cover', 'up', 'a', 'criminal', 'conspiracy', 'from', 'donald', 'trump', 'and', 'is', 'himself', 'a', 'threat', 'to', 'our', 'democracy', 'he', 'literally', 'voted', 'to', 'overturn', 'the', 'election', 'results', 'overthrow', 'the', 'duly', 'elected', 'president', 'and', 'did', 'nothing', 'to', 'discourage', 'his', 'members', 'from', 'doing', 'the', 'same', 'he', 'represents', 'one', 'of', 'the', 'states', 'most', 'affected', 'by', 'climate', 'change', 'but', 'actively', 'fights', 'any', 'efforts', 'to', 'address', 'the', 'climate', 'crisis']"
here’s what a day in the life at the minnesota state fair looks like!,"['heres', 'what', 'a', 'day', 'in', 'the', 'life', 'at', 'the', 'minnesota', 'state', 'fair', 'looks', 'like']"
it’s not just our diversity on paper that matters. it’s the diversity of perspective we bring.,"['its', 'not', 'just', 'our', 'diversity', 'on', 'paper', 'that', 'matters', 'its', 'the', 'diversity', 'of', 'perspective', 'we', 'bring']"
"happy 4th of july! a reminder that true patriotism means fighting for a better society and our constitutional protections. i recorded this soon after i won my first primary, but it is true now more than ever","['happy', 'th', 'of', 'july', 'a', 'reminder', 'that', 'true', 'patriotism', 'means', 'fighting', 'for', 'a', 'better', 'society', 'and', 'our', 'constitutional', 'protections', 'i', 'recorded', 'this', 'soon', 'after', 'i', 'won', 'my', 'first', 'primary', 'but', 'it', 'is', 'true', 'now', 'more', 'than', 'ever']"
every option should be on the table to deliver student debt relief and fix this broken court.use the higher education act.scotus term limits.,"['every', 'option', 'should', 'be', 'on', 'the', 'table', 'to', 'deliver', 'student', 'debt', 'relief', 'and', 'fix', 'this', 'broken', 'courtuse', 'the', 'higher', 'education', 'actscotus', 'term', 'limits']"
had an amazing time chatting celebrating black joy and love with kendrick sampson and natalie manuel lee in honor of juneteenth!,"['had', 'an', 'amazing', 'time', 'chatting', 'celebrating', 'black', 'joy', 'and', 'love', 'with', 'kendrick', 'sampson', 'and', 'natalie', 'manuel', 'lee', 'in', 'honor', 'of', 'juneteenth']"
minneapolis pride + flotus - doesn’t get much better than that! thank you @flotus for joining us! 📸: @jkmassey,"['minneapolis', 'pride', 'flotus', 'doesnt', 'get', 'much', 'better', 'than', 'that', 'thank', 'you', 'flotus', 'for', 'joining', 'us', 'jkmassey']"
"we should be not be attending modi’s address to congress, here is why 👆🏽","['we', 'should', 'be', 'not', 'be', 'attending', 'modis', 'address', 'to', 'congress', 'here', 'is', 'why']"
hambalyo puntland!,"['hambalyo', 'puntland']"
median hollywood writer pay has declined 14% in the last decade. meanwhile entertainment ceo’s made an average of $32 million in 2022 alone.,"['median', 'hollywood', 'writer', 'pay', 'has', 'declined', 'in', 'the', 'last', 'decade', 'meanwhile', 'entertainment', 'ceos', 'made', 'an', 'average', 'of', 'million', 'in', 'alone']"
😜,[]
come with me behind the scenes of my cnn interview from yesterday➡️,"['come', 'with', 'me', 'behind', 'the', 'scenes', 'of', 'my', 'cnn', 'interview', 'from', 'yesterday']"
nothing beats being in community with fellow minnesotans ❤️,"['nothing', 'beats', 'being', 'in', 'community', 'with', 'fellow', 'minnesotans']"
stay civil! repost from rep. jimmy gomez,"['stay', 'civil', 'repost', 'from', 'rep', 'jimmy', 'gomez']"
it’s a bad sign for your majority when the only consensus you can find is to adjourn. 😜,"['its', 'a', 'bad', 'sign', 'for', 'your', 'majority', 'when', 'the', 'only', 'consensus', 'you', 'can', 'find', 'is', 'to', 'adjourn']"
"went ""back to where i came from."" 😉 grateful for my trip back to somalia.","['went', 'back', 'to', 'where', 'i', 'came', 'from', 'grateful', 'for', 'my', 'trip', 'back', 'to', 'somalia']"
long days of historic humiliation extended 🤣,"['long', 'days', 'of', 'historic', 'humiliation', 'extended']"
"hi 👋🏽 the problem it’s me. we flipped the minnesota senate, creating a democratic trifecta for the first time in nearly a decade.when minnesota republicans target me in ads all cycle and then lose the election for governor, attorney general, house, and senate. and we won more votes than any other house candidate in minnesota. true f*ck around and find out moment.","['hi', 'the', 'problem', 'its', 'me', 'we', 'flipped', 'the', 'minnesota', 'senate', 'creating', 'a', 'democratic', 'trifecta', 'for', 'the', 'first', 'time', 'in', 'nearly', 'a', 'decadewhen', 'minnesota', 'republicans', 'target', 'me', 'in', 'ads', 'all', 'cycle', 'and', 'then', 'lose', 'the', 'election', 'for', 'governor', 'attorney', 'general', 'house', 'and', 'senate', 'and', 'we', 'won', 'more', 'votes', 'than', 'any', 'other', 'house', 'candidate', 'in', 'minnesota', 'true', 'fck', 'around', 'and', 'find', 'out', 'moment']"
agree with @jamaalbowmanny - it would be great if republicans could,"['agree', 'with', 'jamaalbowmanny', 'it', 'would', 'be', 'great', 'if', 'republicans', 'could']"
"fired up, ready to go!","['fired', 'up', 'ready', 'to', 'go']"
a message to every democrat around minnesota out knocking doors and making phone calls today: you are the reason we’re going to win on tuesday. thank you.,"['a', 'message', 'to', 'every', 'democrat', 'around', 'minnesota', 'out', 'knocking', 'doors', 'and', 'making', 'phone', 'calls', 'today', 'you', 'are', 'the', 'reason', 'were', 'going', 'to', 'win', 'on', 'tuesday', 'thank', 'you']"
imo:,['imo']
"it is because of you, the progressive movement, that we have the most black, the most latines, and the most female members of congress in history. it is because of you, the progressive movement, that i am standing here today. none of this would be possible without a massive, vocal, organized progressive movement driving the narrative and pushing for change. when you show up, it gives us the power to organize the base and work to push for change on the inside.","['it', 'is', 'because', 'of', 'you', 'the', 'progressive', 'movement', 'that', 'we', 'have', 'the', 'most', 'black', 'the', 'most', 'latines', 'and', 'the', 'most', 'female', 'members', 'of', 'congress', 'in', 'history', 'it', 'is', 'because', 'of', 'you', 'the', 'progressive', 'movement', 'that', 'i', 'am', 'standing', 'here', 'today', 'none', 'of', 'this', 'would', 'be', 'possible', 'without', 'a', 'massive', 'vocal', 'organized', 'progressive', 'movement', 'driving', 'the', 'narrative', 'and', 'pushing', 'for', 'change', 'when', 'you', 'show', 'up', 'it', 'gives', 'us', 'the', 'power', 'to', 'organize', 'the', 'base', 'and', 'work', 'to', 'push', 'for', 'change', 'on', 'the', 'inside']"
"last week, we had our primary election. here’s a look behind the scenes of what election day looked like ➡️can’t wait to keep making progress for the 5th together!💪🏽","['last', 'week', 'we', 'had', 'our', 'primary', 'election', 'heres', 'a', 'look', 'behind', 'the', 'scenes', 'of', 'what', 'election', 'day', 'looked', 'like', 'cant', 'wait', 'to', 'keep', 'making', 'progress', 'for', 'the', 'th', 'together']"
"baddies on their way to win. win with us @ dfl.org/vote2022""","['baddies', 'on', 'their', 'way', 'to', 'win', 'win', 'with', 'us', 'dflorgvote']"
"excited to host my sisters ayanna pressley, rashida tlaib and cori bush in minnesota this weekend to get out the vote ahead of the primary this tuesday","['excited', 'to', 'host', 'my', 'sisters', 'ayanna', 'pressley', 'rashida', 'tlaib', 'and', 'cori', 'bush', 'in', 'minnesota', 'this', 'weekend', 'to', 'get', 'out', 'the', 'vote', 'ahead', 'of', 'the', 'primary', 'this', 'tuesday']"
it’s take teddy to work day 😜,"['its', 'take', 'teddy', 'to', 'work', 'day']"
why is it the same people who are supporting keith ellison’s republican opponents are supporting my democratic challenger? because both want the same things,"['why', 'is', 'it', 'the', 'same', 'people', 'who', 'are', 'supporting', 'keith', 'ellisons', 'republican', 'opponents', 'are', 'supporting', 'my', 'democratic', 'challenger', 'because', 'both', 'want', 'the', 'same', 'things']"
we won’t go back!,"['we', 'wont', 'go', 'back']"
goallllllll,['goallllllll']
the farmers market is the new club,"['the', 'farmers', 'market', 'is', 'the', 'new', 'club']"
coffee is my love language 😜,"['coffee', 'is', 'my', 'love', 'language']"
🫣,[]
,[]
"zakaria alarayshi, a michigan resident trapped in gaza, sent me the following text and voice note this morning:“this is a message for president biden. this war must stop. women and children are dying every minute. entire families are being wiped out in their homes. we have no food, no water, no medicine, and nowhere to go. we are dying slowly. we ask you and we ask our president for an immediate","['zakaria', 'alarayshi', 'a', 'michigan', 'resident', 'trapped', 'in', 'gaza', 'sent', 'me', 'the', 'following', 'text', 'and', 'voice', 'note', 'this', 'morningthis', 'is', 'a', 'message', 'for', 'president', 'biden', 'this', 'war', 'must', 'stop', 'women', 'and', 'children', 'are', 'dying', 'every', 'minute', 'entire', 'families', 'are', 'being', 'wiped', 'out', 'in', 'their', 'homes', 'we', 'have', 'no', 'food', 'no', 'water', 'no', 'medicine', 'and', 'nowhere', 'to', 'go', 'we', 'are', 'dying', 'slowly', 'we', 'ask', 'you', 'and', 'we', 'ask', 'our', 'president', 'for', 'an', 'immediate']"
,[]
brought the tenacious 12th together for a community film screening of whose water?,"['brought', 'the', 'tenacious', 'th', 'together', 'for', 'a', 'community', 'film', 'screening', 'of', 'whose', 'water']"
our residents are asking mpsc to holdaccountbale for the recent power outages,"['our', 'residents', 'are', 'asking', 'mpsc', 'to', 'holdaccountbale', 'for', 'the', 'recent', 'power', 'outages']"
working hard for theat the mdp’s spring state convention,"['working', 'hard', 'for', 'theat', 'the', 'mdps', 'spring', 'state', 'convention']"
we vote within,"['we', 'vote', 'within']"
as long as you’re in line by 8pm the polls must let you vote!,"['as', 'long', 'as', 'youre', 'in', 'line', 'by', 'pm', 'the', 'polls', 'must', 'let', 'you', 'vote']"
be like yama and make your voice heard!,"['be', 'like', 'yama', 'and', 'make', 'your', 'voice', 'heard']"
"don’t mail your ballot, drop it off at a dropbox! if you encounter any problem while voting call the mdp election protection hotline at 833-648-6837","['dont', 'mail', 'your', 'ballot', 'drop', 'it', 'off', 'at', 'a', 'dropbox', 'if', 'you', 'encounter', 'any', 'problem', 'while', 'voting', 'call', 'the', 'mdp', 'election', 'protection', 'hotline', 'at']"
be sure to fill out your entire ballot! if you encounter any problem while voting call the mdp election protection hotline at 833-648-6837,"['be', 'sure', 'to', 'fill', 'out', 'your', 'entire', 'ballot', 'if', 'you', 'encounter', 'any', 'problem', 'while', 'voting', 'call', 'the', 'mdp', 'election', 'protection', 'hotline', 'at']"
